"V1" "V2"
"2505" "FEB" 3674.38372661471
"2506" "DPO" 3670.65212499661
"2507" "RFE" 3666.92052337852
"2508" "DOJ" 3666.92052337852
"2509" "FLU" 3664.43278896646
"2510" "ALJ" 3663.18892176043
"2511" "PSI" 3661.9450545544
"2512" "JAV" 3661.9450545544
"2513" "LOF" 3660.70118734837
"2514" "TOV" 3659.45732014234
"2515" "TIB" 3656.96958573028
"2516" "MEA" 3656.96958573028
"2517" "TEB" 3654.48185131821
"2518" "NJA" 3647.01864808203
"2519" "SYQ" 3643.28704646394
"2520" "ETX" 3642.04317925791
"2521" "LFE" 3640.79931205188
"2522" "INH" 3637.06771043378
"2523" "ZGA" 3633.33610881569
"2524" "VEH" 3630.84837440363
"2525" "BOG" 3630.84837440363
"2526" "VOY" 3627.11677278554
"2527" "VEI" 3627.11677278554
"2528" "SYU" 3622.14130396142
"2529" "DUS" 3619.65356954935
"2530" "YAU" 3617.16583513729
"2531" "ULP" 3608.45876469508
"2532" "AIT" 3608.45876469508
"2533" "UGO" 3605.97103028302
"2534" "BAI" 3602.23942866492
"2535" "AUG" 3599.75169425286
"2536" "MAX" 3586.06915498653
"2537" "OYT" 3584.82528778049
"2538" "UZA" 3577.36208454431
"2539" "ÑER" 3576.11821733828
"2540" "UIM" 3574.87435013225
"2541" "EGL" 3574.87435013225
"2542" "BOT" 3574.87435013225
"2543" "RIU" 3566.16727969003
"2544" "EZO" 3561.19181086591
"2545" "OOT" 3557.46020924782
"2546" "RYA" 3556.21634204179
"2547" "ONZ" 3556.21634204179
"2548" "ATH" 3554.97247483576
"2549" "CNO" 3547.50927159957
"2550" "EZP" 3546.26540439354
"2551" "RUG" 3545.02153718751
"2552" "HOC" 3540.04606836339
"2553" "MEZ" 3526.36352909705
"2554" "HIP" 3523.87579468499
"2555" "GOY" 3522.63192747896
"2556" "POA" 3513.92485703674
"2557" "UCR" 3511.43712262468
"2558" "UYC" 3510.19325541865
"2559" "NGT" 3507.70552100659
"2560" "UDD" 3495.26684894628
"2561" "YOE" 3485.31591129804
"2562" "DAÑ" 3482.82817688598
"2563" "BEC" 3467.90177041361
"2564" "SOV" 3466.65790320758
"2565" "OYN" 3462.92630158949
"2566" "AGN" 3462.92630158949
"2567" "RLU" 3460.43856717742
"2568" "JAE" 3459.19469997139
"2569" "CAF" 3459.19469997139
"2570" "YAA" 3455.4630983533
"2571" "NGI" 3452.97536394124
"2572" "TUS" 3449.24376232315
"2573" "NBO" 3444.26829349903
"2574" "LOJ" 3434.31735585078
"2575" "GUM" 3429.34188702666
"2576" "ZMA" 3425.61028540856
"2577" "MNO" 3421.87868379047
"2578" "JOC" 3405.70841011207
"2579" "MEH" 3393.26973805177
"2580" "MEE" 3392.02587084574
"2581" "HED" 3392.02587084574
"2582" "JON" 3389.53813643367
"2583" "BTE" 3385.80653481558
"2584" "URN" 3382.07493319749
"2585" "OEU" 3380.83106599146
"2586" "MNI" 3369.63626113718
"2587" "AIC" 3369.63626113718
"2588" "NBI" 3363.41692510703
"2589" "NUC" 3360.92919069497
"2590" "OAH" 3359.68532348894
"2591" "EVU" 3353.46598745878
"2592" "BET" 3349.73438584069
"2593" "USK" 3342.27118260451
"2594" "RLI" 3336.05184657435
"2595" "RFU" 3331.07637775023
"2596" "RAÑ" 3329.8325105442
"2597" "GTO" 3319.88157289595
"2598" "UOS" 3316.14997127786
"2599" "YEX" 3312.41836965977
"2600" "TOO" 3307.44290083565
"2601" "UNU" 3298.73583039343
"2602" "LHI" 3292.51649436328
"2603" "ILP" 3287.54102553916
"2604" "ZAI" 3285.05329112709
"2605" "NEV" 3285.05329112709
"2606" "HOQ" 3283.80942392106
"2607" "LEÑ" 3282.56555671503
"2608" "FAB" 3280.07782230297
"2609" "FIJ" 3277.59008789091
"2610" "YTO" 3272.61461906679
"2611" "ÑAR" 3272.61461906679
"2612" "ALZ" 3270.12688465473
"2613" "LCH" 3266.39528303663
"2614" "SBR" 3256.44434538839
"2615" "OYQ" 3252.7127437703
"2616" "EYC" 3250.22500935823
"2617" "AOL" 3241.51793891602
"2618" "AAA" 3240.27407170999
"2619" "WAS" 3225.34766523762
"2620" "NYD" 3217.88446200144
"2621" "YAT" 3210.42125876525
"2622" "AZD" 3206.68965714716
"2623" "UYD" 3201.71418832304
"2624" "ZOL" 3199.22645391098
"2625" "NEJ" 3197.98258670495
"2626" "LZA" 3197.98258670495
"2627" "UMU" 3196.73871949891
"2628" "POQ" 3196.73871949891
"2629" "PAU" 3189.27551626273
"2630" "JAB" 3189.27551626273
"2631" "EYP" 3179.32457861448
"2632" "SIP" 3178.08071140845
"2633" "GAY" 3174.34910979036
"2634" "AYR" 3169.37364096624
"2635" "NHI" 3154.44723449387
"2636" "EEV" 3154.44723449387
"2637" "FOT" 3153.20336728784
"2638" "SYH" 3142.00856243356
"2639" "JAC" 3142.00856243356
"2640" "USR" 3140.76469522753
"2641" "FGA" 3135.78922640341
"2642" "IRV" 3129.56989037326
"2643" "XIO" 3120.86281993104
"2644" "LYA" 3120.86281993104
"2645" "ÑOA" 3115.88735110692
"2646" "EYO" 3108.42414787073
"2647" "OOF" 3099.71707742852
"2648" "NHU" 3099.71707742852
"2649" "YVI" 3097.22934301646
"2650" "IOO" 3095.98547581043
"2651" "FID" 3095.98547581043
"2652" "ROO" 3087.27840536821
"2653" "DHA" 3078.571334926
"2654" "OAV" 3077.32746771997
"2655" "OZE" 3074.83973330791
"2656" "EJI" 3067.37653007172
"2657" "YBA" 3066.13266286569
"2658" "IPR" 3066.13266286569
"2659" "KIN" 3059.91332683554
"2660" "RBO" 3057.42559242348
"2661" "MAH" 3054.93785801141
"2662" "XPU" 3051.20625639332
"2663" "CUI" 3051.20625639332
"2664" "LRA" 3049.96238918729
"2665" "PEÑ" 3043.74305315714
"2666" "XCL" 3041.25531874508
"2667" "UÑA" 3040.01145153905
"2668" "MOO" 3040.01145153905
"2669" "IÑA" 3038.76758433301
"2670" "PNV" 3033.79211550889
"2671" "AFG" 3031.30438109683
"2672" "GIE" 3028.81664668477
"2673" "UIO" 3025.08504506668
"2674" "BED" 3016.37797462446
"2675" "TXE" 3015.13410741843
"2676" "IMU" 3013.8902402124
"2677" "YDO" 3011.40250580034
"2678" "NIG" 3010.15863859431
"2679" "OET" 3003.93930256416
"2680" "IMB" 3002.69543535812
"2681" "VOM" 2996.47609932797
"2682" "BAY" 2993.98836491591
"2683" "HIE" 2987.76902888576
"2684" "OPC" 2986.52516167973
"2685" "EKI" 2984.03742726766
"2686" "MLA" 2969.1110207953
"2687" "BOD" 2956.67234873499
"2688" "JOH" 2954.18461432293
"2689" "NIP" 2952.9407471169
"2690" "UAP" 2946.72141108674
"2691" "NYS" 2945.47754388071
"2692" "YOA" 2944.23367667468
"2693" "UZG" 2940.50207505659
"2694" "OGU" 2940.50207505659
"2695" "CAV" 2936.7704734385
"2696" "USV" 2935.52660623247
"2697" "MAF" 2935.52660623247
"2698" "YFU" 2933.0388718204
"2699" "BOC" 2926.81953579025
"2700" "PAA" 2923.08793417216
"2701" "GAP" 2914.38086372994
"2702" "CEJ" 2908.16152769979
"2703" "AAQ" 2906.91766049376
"2704" "PAQ" 2890.74738681536
"2705" "MOF" 2889.50351960933
"2706" "UQU" 2888.2596524033
"2707" "NSM" 2887.01578519727
"2708" "EZS" 2885.77191799124
"2709" "OCC" 2882.04031637315
"2710" "NSF" 2878.30871475505
"2711" "NOG" 2865.87004269475
"2712" "JUZ" 2863.38230828269
"2713" "COU" 2859.65070666459
"2714" "NUS" 2858.40683945856
"2715" "BAQ" 2843.48043298619
"2716" "AGL" 2837.26109695604
"2717" "ZOP" 2832.28562813192
"2718" "TLA" 2832.28562813192
"2719" "SKI" 2829.79789371986
"2720" "RYE" 2829.79789371986
"2721" "SOH" 2826.06629210176
"2722" "IRN" 2823.5785576897
"2723" "UGE" 2808.65215121733
"2724" "DVE" 2807.4082840113
"2725" "SRU" 2804.92054959924
"2726" "LYL" 2785.01867430275
"2727" "IFA" 2785.01867430275
"2728" "AAZ" 2780.04320547863
"2729" "NUD" 2777.55547106657
"2730" "DIB" 2776.31160386054
"2731" "DOX" 2773.82386944847
"2732" "BUC" 2756.40972856404
"2733" "JUV" 2750.19039253389
"2734" "ROZ" 2746.4587909158
"2735" "YOL" 2742.72718929771
"2736" "BEM" 2742.72718929771
"2737" "IRG" 2736.50785326755
"2738" "UPL" 2729.04465003137
"2739" "ISH" 2725.31304841328
"2740" "DRU" 2719.09371238312
"2741" "AZU" 2717.84984517709
"2742" "UCL" 2709.14277473488
"2743" "DUE" 2707.89890752885
"2744" "ILY" 2702.92343870472
"2745" "CHU" 2699.19183708663
"2746" "OIR" 2697.9479698806
"2747" "AEI" 2692.97250105648
"2748" "IEJ" 2690.48476664442
"2749" "NMS" 2680.53382899617
"2750" "LJE" 2675.55836017205
"2751" "RPI" 2674.31449296602
"2752" "BEE" 2674.31449296602
"2753" "MOG" 2669.3390241419
"2754" "USF" 2660.63195369968
"2755" "NEI" 2650.68101605143
"2756" "LBU" 2649.4371488454
"2757" "ÑAP" 2643.21781281525
"2758" "ETT" 2641.97394560922
"2759" "INR" 2640.73007840319
"2760" "YOC" 2634.51074237304
"2761" "RUL" 2633.266875167
"2762" "VAB" 2630.77914075494
"2763" "BUI" 2628.29140634288
"2764" "MBE" 2625.80367193082
"2765" "TLE" 2624.55980472479
"2766" "OLF" 2624.55980472479
"2767" "AFL" 2624.55980472479
"2768" "DAG" 2620.8282031067
"2769" "NIB" 2618.34046869464
"2770" "PAM" 2615.85273428258
"2771" "LPN" 2614.60886707654
"2772" "TAÑ" 2607.14566384036
"2773" "URC" 2602.17019501624
"2774" "RHO" 2594.70699178005
"2775" "AOS" 2590.97539016196
"2776" "RFR" 2573.56124927753
"2777" "LJO" 2571.07351486547
"2778" "UIV" 2569.82964765944
"2779" "SOI" 2559.87871001119
"2780" "LBI" 2557.39097559913
"2781" "MBU" 2552.41550677501
"2782" "HEE" 2546.19617074486
"2783" "OYR" 2541.22070192073
"2784" "YMO" 2538.73296750867
"2785" "RFA" 2532.51363147852
"2786" "DSO" 2531.26976427249
"2787" "GUO" 2523.8065610363
"2788" "EIG" 2523.8065610363
"2789" "BUY" 2520.07495941821
"2790" "ARF" 2520.07495941821
"2791" "CEB" 2516.34335780012
"2792" "OLC" 2515.09949059409
"2793" "AZE" 2512.61175618203
"2794" "CAZ" 2511.367888976
"2795" "CAO" 2511.367888976
"2796" "DNO" 2508.88015456393
"2797" "NEY" 2505.14855294584
"2798" "HAQ" 2484.00281044332
"2799" "EAI" 2484.00281044332
"2800" "DAO" 2482.75894323729
"2801" "SUJ" 2475.29574000111
"2802" "NOJ" 2472.80800558904
"2803" "ILS" 2470.32027117698
"2804" "SEY" 2457.88159911668
"2805" "OOD" 2456.63773191064
"2806" "YCR" 2455.39386470461
"2807" "SIH" 2450.41839588049
"2808" "HET" 2447.93066146843
"2809" "EYN" 2447.93066146843
"2810" "RUA" 2445.44292705637
"2811" "FAE" 2444.19905985034
"2812" "HIR" 2441.71132543828
"2813" "BOE" 2441.71132543828
"2814" "ÑAY" 2440.46745823225
"2815" "SYF" 2439.22359102621
"2816" "UYB" 2436.73585661415
"2817" "HLE" 2435.49198940812
"2818" "MSA" 2434.24812220209
"2819" "SOU" 2431.76038779003
"2820" "UJA" 2429.27265337797
"2821" "UHI" 2428.02878617194
"2822" "TUG" 2423.05331734782
"2823" "NUL" 2419.32171572972
"2824" "YNA" 2416.83398131766
"2825" "NYC" 2416.83398131766
"2826" "OOL" 2410.61464528751
"2827" "IZC" 2409.37077808148
"2828" "ISY" 2409.37077808148
"2829" "YOP" 2385.73730116689
"2830" "DIZ" 2383.24956675483
"2831" "EAZ" 2379.51796513674
"2832" "LLL" 2378.27409793071
"2833" "MAV" 2375.78636351865
"2834" "YON" 2374.54249631262
"2835" "ADJ" 2370.81089469453
"2836" "UAY" 2369.5670274885
"2837" "OYH" 2369.5670274885
"2838" "YJU" 2367.07929307643
"2839" "MAU" 2364.59155866437
"2840" "EWA" 2364.59155866437
"2841" "ZEL" 2360.85995704628
"2842" "LOX" 2358.37222263422
"2843" "ÑAA" 2353.3967538101
"2844" "YGR" 2352.15288660407
"2845" "LBR" 2347.17741777994
"2846" "MSE" 2345.93355057391
"2847" "HAO" 2345.93355057391
"2848" "ILC" 2342.20194895582
"2849" "KAD" 2339.71421454376
"2850" "ANK" 2337.2264801317
"2851" "RTZ" 2334.73874571964
"2852" "YVA" 2332.25101130757
"2853" "AYF" 2332.25101130757
"2854" "UCU" 2329.76327689551
"2855" "MOB" 2328.51940968948
"2856" "HAU" 2321.0562064533
"2857" "DUM" 2321.0562064533
"2858" "VET" 2316.08073762917
"2859" "DEW" 2313.59300321711
"2860" "TMO" 2312.34913601108
"2861" "JEN" 2312.34913601108
"2862" "GOZ" 2311.10526880505
"2863" "ÑAC" 2309.86140159902
"2864" "THA" 2308.61753439299
"2865" "RDU" 2296.17886233268
"2866" "ADT" 2294.93499512665
"2867" "EYM" 2292.44726071459
"2868" "USQ" 2286.22792468444
"2869" "EOA" 2286.22792468444
"2870" "ARV" 2283.74019027238
"2871" "ICR" 2281.25245586031
"2872" "EUC" 2281.25245586031
"2873" "BUT" 2277.52085424222
"2874" "OEI" 2276.27698703619
"2875" "EEJ" 2275.03311983016
"2876" "AYH" 2273.78925262413
"2877" "AZI" 2266.32604938795
"2878" "RYL" 2263.83831497589
"2879" "ETN" 2263.83831497589
"2880" "POM" 2260.10671335779
"2881" "UFA" 2257.61897894573
"2882" "ULG" 2256.3751117397
"2883" "VIZ" 2252.64351012161
"2884" "LOO" 2251.39964291558
"2885" "AEJ" 2248.91190850352
"2886" "GED" 2247.66804129749
"2887" "ZOC" 2242.69257247336
"2888" "JOU" 2241.44870526733
"2889" "UAE" 2236.47323644321
"2890" "EZL" 2233.98550203115
"2891" "ÑOC" 2230.25390041306
"2892" "VEM" 2222.79069717687
"2893" "OLY" 2222.79069717687
"2894" "EZY" 2222.79069717687
"2895" "EZU" 2221.54682997084
"2896" "TCO" 2220.30296276481
"2897" "OED" 2215.32749394069
"2898" "ATT" 2215.32749394069
"2899" "OLM" 2214.08362673466
"2900" "CHR" 2212.83975952863
"2901" "COV" 2204.13268908641
"2902" "EKA" 2199.15722026229
"2903" "HEB" 2196.66948585023
"2904" "FEM" 2196.66948585023
"2905" "PTU" 2189.20628261404
"2906" "PAY" 2189.20628261404
"2907" "OAI" 2189.20628261404
"2908" "AEF" 2184.23081378992
"2909" "LYD" 2180.49921217183
"2910" "GAU" 2180.49921217183
"2911" "AAI" 2180.49921217183
"2912" "VEP" 2179.2553449658
"2913" "OJE" 2176.76761055374
"2914" "HEA" 2175.52374334771
"2915" "ITM" 2170.54827452358
"2916" "EYQ" 2170.54827452358
"2917" "EOY" 2170.54827452358
"2918" "LIL" 2169.30440731755
"2919" "VAQ" 2165.57280569946
"2920" "UHA" 2165.57280569946
"2921" "KAL" 2165.57280569946
"2922" "ISV" 2158.10960246328
"2923" "ISQ" 2155.62186805121
"2924" "INJ" 2155.62186805121
"2925" "DMA" 2154.37800084518
"2926" "LLS" 2151.89026643312
"2927" "YAB" 2150.64639922709
"2928" "ÑOY" 2150.64639922709
"2929" "FIO" 2148.15866481503
"2930" "DYL" 2148.15866481503
"2931" "PEG" 2146.914797609
"2932" "HUN" 2144.42706319694
"2933" "YLU" 2131.98839113663
"2934" "DUN" 2117.06198466426
"2935" "SIU" 2115.81811745823
"2936" "SAO" 2108.35491422205
"2937" "RCR" 2107.11104701602
"2938" "YCE" 2105.86717980999
"2939" "GAZ" 2105.86717980999
"2940" "RUD" 2104.62331260395
"2941" "MEG" 2100.89171098586
"2942" "KIS" 2099.64784377983
"2943" "KER" 2098.4039765738
"2944" "RBU" 2095.91624216174
"2945" "TUO" 2093.42850774968
"2946" "SYV" 2093.42850774968
"2947" "OLG" 2093.42850774968
"2948" "YEM" 2087.20917171952
"2949" "LYP" 2087.20917171952
"2950" "BEB" 2087.20917171952
"2951" "ILV" 2085.96530451349
"2952" "TNI" 2084.72143730746
"2953" "DYE" 2084.72143730746
"2954" "ZES" 2083.47757010143
"2955" "VUL" 2082.2337028954
"2956" "PPE" 2082.2337028954
"2957" "PLU" 2082.2337028954
"2958" "EXH" 2078.50210127731
"2959" "ZSE" 2076.01436686525
"2960" "GOI" 2074.77049965922
"2961" "YFI" 2073.52663245319
"2962" "BDE" 2073.52663245319
"2963" "LYC" 2072.28276524716
"2964" "MSC" 2071.03889804113
"2965" "DPR" 2071.03889804113
"2966" "ARJ" 2071.03889804113
"2967" "RGR" 2069.7950308351
"2968" "OID" 2068.55116362906
"2969" "ENK" 2068.55116362906
"2970" "LLD" 2067.30729642303
"2971" "YBI" 2066.063429217
"2972" "ZAQ" 2063.57569480494
"2973" "YVE" 2063.57569480494
"2974" "NRU" 2059.84409318685
"2975" "PSE" 2058.60022598082
"2976" "YAF" 2057.35635877479
"2977" "RYD" 2053.6247571567
"2978" "OZO" 2049.8931555386
"2979" "UAM" 2043.67381950845
"2980" "EMN" 2041.18608509639
"2981" "RYS" 2038.69835068433
"2982" "MIP" 2038.69835068433
"2983" "HEP" 2037.4544834783
"2984" "DUO" 2037.4544834783
"2985" "CEI" 2028.74741303608
"2986" "TAZ" 2027.50354583005
"2987" "EXO" 2026.25967862402
"2988" "DJU" 2022.52807700593
"2989" "UZC" 2020.04034259387
"2990" "OIT" 2020.04034259387
"2991" "JAA" 2018.79647538784
"2992" "GOU" 2012.57713935768
"2993" "BIB" 2012.57713935768
"2994" "BBV" 2011.33327215165
"2995" "EIL" 2003.87006891547
"2996" "FCI" 2002.62620170944
"2997" "MSP" 2001.38233450341
"2998" "YCI" 1998.89460009134
"2999" "RUR" 1993.91913126722
"3000" "UBS" 1990.18752964913
"3001" "UEX" 1987.69979523707
"3002" "SOJ" 1983.96819361898
"3003" "OEJ" 1982.72432641295
"3004" "IPC" 1978.99272479485
"3005" "PUJ" 1976.50499038279
"3006" "ARK" 1976.50499038279
"3007" "ZUL" 1974.01725597073
"3008" "SUY" 1969.04178714661
"3009" "ADF" 1969.04178714661
"3010" "TTI" 1966.55405273455
"3011" "RMS" 1966.55405273455
"3012" "AYV" 1965.31018552852
"3013" "PTE" 1962.82245111645
"3014" "AYG" 1962.82245111645
"3015" "TSE" 1959.09084949836
"3016" "LST" 1956.6031150863
"3017" "HID" 1947.89604464409
"3018" "OSK" 1946.65217743805
"3019" "KEN" 1941.67670861393
"3020" "FET" 1934.21350537775
"3021" "ZOU" 1931.72577096569
"3022" "NYP" 1930.48190375966
"3023" "RVO" 1927.99416934759
"3024" "LDU" 1926.75030214156
"3025" "JEE" 1925.50643493553
"3026" "CCO" 1924.2625677295
"3027" "CAÑ" 1920.53096611141
"3028" "MIM" 1910.58002846316
"3029" "LIQ" 1909.33616125713
"3030" "YEU" 1906.84842684507
"3031" "SBL" 1906.84842684507
"3032" "RST" 1900.62909081492
"3033" "LYS" 1898.14135640286
"3034" "IJE" 1898.14135640286
"3035" "MST" 1896.89748919683
"3036" "IOJ" 1894.40975478477
"3037" "EDD" 1884.45881713652
"3038" "TOJ" 1883.21494993049
"3039" "OUS" 1883.21494993049
"3040" "IIE" 1883.21494993049
"3041" "COJ" 1881.97108272446
"3042" "XAM" 1880.72721551843
"3043" "ZAU" 1879.4833483124
"3044" "MSI" 1875.7517466943
"3045" "AYB" 1874.50787948827
"3046" "EGN" 1872.02014507621
"3047" "HOG" 1870.77627787018
"3048" "TTE" 1869.53241066415
"3049" "CEF" 1868.28854345812
"3050" "OKI" 1850.87440257369
"3051" "GIB" 1848.38666816163
"3052" "XAC" 1843.41119933751
"3053" "YPU" 1842.16733213148
"3054" "MTI" 1840.92346492544
"3055" "RUY" 1839.67959771941
"3056" "III" 1838.43573051338
"3057" "HAF" 1837.19186330735
"3058" "URU" 1835.94799610132
"3059" "UPC" 1833.46026168926
"3060" "GET" 1833.46026168926
"3061" "SUU" 1830.9725272772
"3062" "MUT" 1830.9725272772
"3063" "CKE" 1828.48479286514
"3064" "LHU" 1827.24092565911
"3065" "FOS" 1827.24092565911
"3066" "YTI" 1824.75319124705
"3067" "BAH" 1818.53385521689
"3068" "OYF" 1816.04612080483
"3069" "YGA" 1814.8022535988
"3070" "XIL" 1813.55838639277
"3071" "KOS" 1811.07065198071
"3072" "YLI" 1808.58291756865
"3073" "LDR" 1807.33905036262
"3074" "OTT" 1804.85131595055
"3075" "LLY" 1801.11971433246
"3076" "YUG" 1797.38811271437
"3077" "NUR" 1789.92490947819
"3078" "IDR" 1789.92490947819
"3079" "DYA" 1788.68104227216
"3080" "YRA" 1783.70557344803
"3081" "YFA" 1783.70557344803
"3082" "GOH" 1779.97397182994
"3083" "JIM" 1778.73010462391
"3084" "FAD" 1777.48623741788
"3085" "IIN" 1776.24237021185
"3086" "BOU" 1772.51076859376
"3087" "UOT" 1768.77916697566
"3088" "NTZ" 1768.77916697566
"3089" "DSI" 1768.77916697566
"3090" "NKA" 1766.2914325636
"3091" "YAG" 1763.80369815154
"3092" "OAO" 1761.31596373948
"3093" "ILT" 1761.31596373948
"3094" "DCA" 1756.34049491536
"3095" "EUL" 1751.36502609123
"3096" "MAZ" 1750.1211588852
"3097" "CRT" 1745.14569006108
"3098" "TEZ" 1743.90182285505
"3099" "OCK" 1740.17022123696
"3100" "ASZ" 1740.17022123696
"3101" "THL" 1738.92635403093
"3102" "VAG" 1737.6824868249
"3103" "AKE" 1736.43861961887
"3104" "RSP" 1733.9508852068
"3105" "RJE" 1731.46315079474
"3106" "MOJ" 1728.97541638268
"3107" "BEI" 1728.97541638268
"3108" "YFR" 1727.73154917665
"3109" "YHE" 1726.48768197062
"3110" "BOA" 1720.26834594047
"3111" "YEE" 1719.02447873444
"3112" "MDE" 1716.53674432237
"3113" "ITD" 1716.53674432237
"3114" "OHN" 1714.04900991031
"3115" "USL" 1711.56127549825
"3116" "GLI" 1710.31740829222
"3117" "GAQ" 1710.31740829222
"3118" "UNY" 1709.07354108619
"3119" "NUI" 1709.07354108619
"3120" "GEM" 1706.58580667413
"3121" "VOU" 1705.3419394681
"3122" "LUA" 1704.09807226207
"3123" "SZO" 1702.85420505604
"3124" "WAL" 1700.36647064398
"3125" "AOE" 1699.12260343794
"3126" "YBU" 1697.87873623191
"3127" "ZIN" 1695.39100181985
"3128" "DPE" 1694.14713461382
"3129" "OIB" 1691.65940020176
"3130" "RYC" 1690.41553299573
"3131" "DAK" 1687.92779858367
"3132" "AUC" 1687.92779858367
"3133" "DAJ" 1684.19619696558
"3134" "EIV" 1682.95232975955
"3135" "SYB" 1679.22072814145
"3136" "ITL" 1677.97686093542
"3137" "EAJ" 1677.97686093542
"3138" "FOM" 1675.48912652336
"3139" "UYS" 1673.0013921113
"3140" "RFO" 1673.0013921113
"3141" "NVU" 1668.02592328718
"3142" "ETC" 1668.02592328718
"3143" "ZPO" 1664.29432166908
"3144" "OWE" 1660.56272005099
"3145" "HEZ" 1656.8311184329
"3146" "TLI" 1655.58725122687
"3147" "ZPA" 1654.34338402084
"3148" "MAO" 1654.34338402084
"3149" "RJA" 1649.36791519672
"3150" "YAÑ" 1645.63631357862
"3151" "THO" 1645.63631357862
"3152" "SJE" 1644.39244637259
"3153" "SGI" 1643.14857916656
"3154" "ZRE" 1639.41697754847
"3155" "ISN" 1638.17311034244
"3156" "TNE" 1636.92924313641
"3157" "RXI" 1631.95377431229
"3158" "UZD" 1629.46603990023
"3159" "YHO" 1628.22217269419
"3160" "ÑON" 1626.97830548816
"3161" "EIA" 1626.97830548816
"3162" "YDA" 1624.4905710761
"3163" "IEV" 1624.4905710761
"3164" "HUS" 1619.51510225198
"3165" "EZR" 1614.53963342786
"3166" "NEW" 1612.0518990158
"3167" "ZLA" 1609.56416460373
"3168" "HOU" 1604.58869577961
"3169" "UYI" 1602.10096136755
"3170" "ÑOQ" 1595.8816253374
"3171" "YNI" 1594.63775813137
"3172" "IEE" 1593.39389092533
"3173" "ZOR" 1582.19908607106
"3174" "NYU" 1575.9797500409
"3175" "WEL" 1569.76041401075
"3176" "VEG" 1567.27267959869
"3177" "CEH" 1567.27267959869
"3178" "RLL" 1564.78494518663
"3179" "PBL" 1564.78494518663
"3180" "YPI" 1563.5410779806
"3181" "DYD" 1563.5410779806
"3182" "IDY" 1562.29721077457
"3183" "IFO" 1557.32174195044
"3184" "BVA" 1557.32174195044
"3185" "IAZ" 1554.83400753838
"3186" "IRY" 1553.59014033235
"3187" "YAV" 1552.34627312632
"3188" "LUR" 1552.34627312632
"3189" "AMN" 1552.34627312632
"3190" "TNA" 1551.10240592029
"3191" "SVU" 1551.10240592029
"3192" "UOP" 1547.3708043022
"3193" "IEB" 1543.63920268411
"3194" "ELK" 1543.63920268411
"3195" "YNU" 1542.39533547808
"3196" "OYV" 1538.66373385998
"3197" "HUR" 1537.41986665395
"3198" "IYA" 1536.17599944792
"3199" "EPS" 1536.17599944792
"3200" "USG" 1527.46892900571
"3201" "RYP" 1527.46892900571
"3202" "LUV" 1522.49346018158
"3203" "URQ" 1521.24959297555
"3204" "OOS" 1517.51799135746
"3205" "DDI" 1517.51799135746
"3206" "CEY" 1516.27412415143
"3207" "CAG" 1513.78638973937
"3208" "YNE" 1510.05478812128
"3209" "ZUE" 1507.56705370922
"3210" "HEI" 1505.07931929715
"3211" "UJU" 1503.83545209112
"3212" "MEI" 1503.83545209112
"3213" "URT" 1502.59158488509
"3214" "JOM" 1502.59158488509
"3215" "SYG" 1498.859983267
"3216" "TSI" 1497.61611606097
"3217" "LUÑ" 1496.37224885494
"3218" "TTA" 1492.64064723685
"3219" "FOC" 1491.39678003082
"3220" "BAG" 1491.39678003082
"3221" "HIV" 1488.90904561876
"3222" "UOB" 1487.66517841272
"3223" "PAJ" 1486.42131120669
"3224" "EOM" 1486.42131120669
"3225" "ZAT" 1483.93357679463
"3226" "YIN" 1483.93357679463
"3227" "IDD" 1483.93357679463
"3228" "FUM" 1478.95810797051
"3229" "RUB" 1476.47037355845
"3230" "OUT" 1475.22650635242
"3231" "IEC" 1473.98263914639
"3232" "YLL" 1472.73877194036
"3233" "SJA" 1471.49490473433
"3234" "RCT" 1471.49490473433
"3235" "ZHA" 1466.5194359102
"3236" "RJO" 1466.5194359102
"3237" "IKA" 1466.5194359102
"3238" "LRU" 1464.03170149814
"3239" "ACK" 1464.03170149814
"3240" "JID" 1462.78783429211
"3241" "MAJ" 1460.30009988005
"3242" "MEQ" 1457.81236546799
"3243" "APS" 1457.81236546799
"3244" "RHU" 1456.56849826196
"3245" "PIQ" 1456.56849826196
"3246" "OJI" 1454.0807638499
"3247" "ZAH" 1451.59302943783
"3248" "UFU" 1449.10529502577
"3249" "YRO" 1442.88595899562
"3250" "TUP" 1442.88595899562
"3251" "JAI" 1442.88595899562
"3252" "QUA" 1432.93502134737
"3253" "ISB" 1431.69115414134
"3254" "PAK" 1427.95955252325
"3255" "NYM" 1426.71568531722
"3256" "URP" 1424.22795090516
"3257" "PRX" 1424.22795090516
"3258" "OAJ" 1424.22795090516
"3259" "EIZ" 1421.7402164931
"3260" "GEA" 1420.49634928707
"3261" "AWA" 1419.25248208104
"3262" "OEV" 1418.008614875
"3263" "ETH" 1418.008614875
"3264" "CDE" 1416.76474766897
"3265" "UAB" 1414.27701325691
"3266" "EOG" 1413.03314605088
"3267" "VAF" 1409.30154443279
"3268" "OUL" 1409.30154443279
"3269" "KEL" 1409.30154443279
"3270" "YDU" 1408.05767722676
"3271" "ICK" 1405.5699428147
"3272" "NIU" 1404.32607560867
"3273" "CQU" 1403.08220840264
"3274" "ZAÑ" 1401.83834119661
"3275" "MUÑ" 1401.83834119661
"3276" "LUJ" 1400.59447399058
"3277" "DCI" 1400.59447399058
